Date,Agent Name,District,Area,Province,NLB Sales Ticket,DLB Sales Ticket,Total Sales Ticket,NLB LKR,DLB LKR,Total LKR
2/12/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,7988,8674,16662,319520,346960,666480
2/13/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,7668,7317,14985,306720,292680,599400
2/14/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,1199,8861,10060,47960,354440,402400
2/15/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,6485,2721,9206,259400,108840,368240
2/16/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,9206,2993,12199,368240,119720,487960
2/17/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,1955,1048,3003,78200,41920,120120
2/18/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,1560,6203,7763,62400,248120,310520
2/19/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8711,1857,10568,348440,74280,422720
2/20/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,5690,7621,13311,227600,304840,532440
2/21/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,5063,386,5449,202520,15440,217960
2/22/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8726,2324,11050,349040,92960,442000
2/23/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,5791,6227,12018,231640,249080,480720
2/24/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,504,6519,7023,20160,260760,280920
2/25/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,962,3097,4059,38480,123880,162360
2/26/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,155,3853,4008,6200,154120,160320
2/27/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8249,5564,13813,329960,222560,552520
2/28/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,9693,6368,16061,387720,254720,642440
3/1/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,2180,4728,6908,87200,189120,276320
3/2/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,3508,9211,12719,140320,368440,508760
3/3/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,4540,6642,11182,181600,265680,447280
3/4/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,6838,1986,8824,273520,79440,352960
3/5/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,917,3499,4416,36680,139960,176640
3/6/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,7428,9049,16477,297120,361960,659080
3/7/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,4377,6061,10438,175080,242440,417520
3/8/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8403,6313,14716,336120,252520,588640
3/9/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8294,2399,10693,331760,95960,427720
3/10/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,6862,4975,11837,274480,199000,473480
3/11/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,5241,467,5708,209640,18680,228320
3/12/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,6824,1313,8137,272960,52520,325480
3/13/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,294,7474,7768,11760,298960,310720
3/14/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,3650,1929,5579,146000,77160,223160
3/15/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,1952,5439,7391,78080,217560,295640
3/16/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,7904,4266,12170,316160,170640,486800
3/17/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,2858,9795,12653,114320,391800,506120
3/18/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,755,3325,4080,30200,133000,163200
3/19/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,2868,2151,5019,114720,86040,200760
3/20/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,2557,1614,4171,102280,64560,166840
3/21/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,8280,5431,13711,331200,217240,548440
3/22/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,7966,5846,13812,318640,233840,552480
3/23/2025,Sanjani Kanchana,Ampara,Chenkaladi,Eastern,6339,2588,8927,253560,103520,357080
3/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,521,4362,4883,20840,174480,195320
3/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7564,6608,14172,302560,264320,566880
3/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3207,1633,4840,128280,65320,193600
3/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2503,7227,9730,100120,289080,389200
3/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6101,9717,15818,244040,388680,632720
3/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8553,4723,13276,342120,188920,531040
3/31/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1863,2494,4357,74520,99760,174280
4/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7171,9391,16562,286840,375640,662480
4/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9761,5629,15390,390440,225160,615600
4/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,226,641,867,9040,25640,34680
4/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1545,9120,10665,61800,364800,426600
4/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8989,1652,10641,359560,66080,425640
4/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5547,8068,13615,221880,322720,544600
4/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1242,2404,3646,49680,96160,145840
4/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9286,4876,14162,371440,195040,566480
4/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1838,9310,11148,73520,372400,445920
4/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8051,8756,16807,322040,350240,672280
4/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1583,3779,5362,63320,151160,214480
4/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1203,4058,5261,48120,162320,210440
4/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7360,5478,12838,294400,219120,513520
4/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9300,5676,14976,372000,227040,599040
4/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6070,1952,8022,242800,78080,320880
4/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,911,6299,7210,36440,251960,288400
4/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3569,2993,6562,142760,119720,262480
4/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6209,7191,13400,248360,287640,536000
4/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4089,5556,9645,163560,222240,385800
4/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8933,5562,14495,357320,222480,579800
4/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7392,929,8321,295680,37160,332840
4/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6104,2593,8697,244160,103720,347880
4/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9423,7379,16802,376920,295160,672080
5/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2752,790,3542,110080,31600,141680
5/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8666,937,9603,346640,37480,384120
5/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9775,9375,19150,391000,375000,766000
5/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2524,7932,10456,100960,317280,418240
5/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,269,9765,10034,10760,390600,401360
5/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5788,7523,13311,231520,300920,532440
5/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5785,3417,9202,231400,136680,368080
5/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4885,8243,13128,195400,329720,525120
5/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9608,5512,15120,384320,220480,604800
5/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1084,5166,6250,43360,206640,250000
5/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2994,945,3939,119760,37800,157560
5/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8142,6871,15013,325680,274840,600520
5/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1166,8066,9232,46640,322640,369280
5/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2049,4565,6614,81960,182600,264560
5/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,365,3546,3911,14600,141840,156440
5/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1036,3066,4102,41440,122640,164080
5/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7556,2204,9760,302240,88160,390400
5/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5308,7139,12447,212320,285560,497880
5/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9949,7949,17898,397960,317960,715920
5/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6155,2190,8345,246200,87600,333800
5/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7602,9560,17162,304080,382400,686480
5/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7275,5604,12879,291000,224160,515160
5/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2205,7217,9422,88200,288680,376880
5/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5968,7843,13811,238720,313720,552440
5/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2961,192,3153,118440,7680,126120
5/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,387,7973,8360,15480,318920,334400
5/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6497,1700,8197,259880,68000,327880
5/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1305,4326,5631,52200,173040,225240
5/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,243,8059,8302,9720,322360,332080
5/31/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8715,7619,16334,348600,304760,653360
6/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1529,9408,10937,61160,376320,437480
6/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8168,1239,9407,326720,49560,376280
6/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9143,6182,15325,365720,247280,613000
6/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9457,7436,16893,378280,297440,675720
6/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,866,2999,3865,34640,119960,154600
6/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8262,9545,17807,330480,381800,712280
6/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1418,9552,10970,56720,382080,438800
6/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1407,8784,10191,56280,351360,407640
6/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8279,1864,10143,331160,74560,405720
6/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1561,5200,6761,62440,208000,270440
6/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6927,4489,11416,277080,179560,456640
6/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1839,2445,4284,73560,97800,171360
6/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4720,9124,13844,188800,364960,553760
6/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3018,7573,10591,120720,302920,423640
6/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7984,985,8969,319360,39400,358760
6/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,362,630,992,14480,25200,39680
6/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6004,9617,15621,240160,384680,624840
6/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8979,7122,16101,359160,284880,644040
6/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4033,3222,7255,161320,128880,290200
6/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3215,3565,6780,128600,142600,271200
6/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5782,4673,10455,231280,186920,418200
6/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,234,7454,7688,9360,298160,307520
6/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9275,190,9465,371000,7600,378600
6/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6646,3502,10148,265840,140080,405920
6/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7296,6424,13720,291840,256960,548800
6/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1655,3719,5374,66200,148760,214960
6/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2123,842,2965,84920,33680,118600
6/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4140,1419,5559,165600,56760,222360
6/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9177,184,9361,367080,7360,374440
6/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5128,5024,10152,205120,200960,406080
7/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8282,8728,17010,331280,349120,680400
7/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5616,5009,10625,224640,200360,425000
7/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8251,4189,12440,330040,167560,497600
7/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8434,8022,16456,337360,320880,658240
7/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8536,4994,13530,341440,199760,541200
7/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7320,4595,11915,292800,183800,476600
7/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4882,1229,6111,195280,49160,244440
7/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8472,24,8496,338880,960,339840
7/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,67,9708,9775,2680,388320,391000
7/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3266,9588,12854,130640,383520,514160
7/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1977,930,2907,79080,37200,116280
7/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3760,8628,12388,150400,345120,495520
7/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6599,7197,13796,263960,287880,551840
7/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8519,8405,16924,340760,336200,676960
7/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2430,9152,11582,97200,366080,463280
7/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2621,8113,10734,104840,324520,429360
7/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7009,9097,16106,280360,363880,644240
7/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6362,7336,13698,254480,293440,547920
7/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,994,2396,3390,39760,95840,135600
7/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2474,4322,6796,98960,172880,271840
7/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3089,2311,5400,123560,92440,216000
7/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6321,1784,8105,252840,71360,324200
7/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4935,2713,7648,197400,108520,305920
7/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,400,4922,5322,16000,196880,212880
7/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2078,6971,9049,83120,278840,361960
7/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,845,6365,7210,33800,254600,288400
7/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9618,8380,17998,384720,335200,719920
7/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4932,6019,10951,197280,240760,438040
7/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,957,2343,3300,38280,93720,132000
7/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6332,677,7009,253280,27080,280360
7/31/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4947,4769,9716,197880,190760,388640
8/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6860,983,7843,274400,39320,313720
8/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4531,7567,12098,181240,302680,483920
8/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7645,7530,15175,305800,301200,607000
8/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8854,9238,18092,354160,369520,723680
8/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6297,5372,11669,251880,214880,466760
8/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8855,1349,10204,354200,53960,408160
8/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5891,4624,10515,235640,184960,420600
8/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2747,157,2904,109880,6280,116160
8/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9609,9849,19458,384360,393960,778320
8/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5647,551,6198,225880,22040,247920
8/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6249,5164,11413,249960,206560,456520
8/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7147,6435,13582,285880,257400,543280
8/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,369,9630,9999,14760,385200,399960
8/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5422,6991,12413,216880,279640,496520
8/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,228,4194,4422,9120,167760,176880
8/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4508,2264,6772,180320,90560,270880
8/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6584,9452,16036,263360,378080,641440
8/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5138,4070,9208,205520,162800,368320
8/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8008,6406,14414,320320,256240,576560
8/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,228,9632,9860,9120,385280,394400
8/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6366,1070,7436,254640,42800,297440
8/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6836,3269,10105,273440,130760,404200
8/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8042,6780,14822,321680,271200,592880
8/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9194,5881,15075,367760,235240,603000
8/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4354,2957,7311,174160,118280,292440
8/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9327,1328,10655,373080,53120,426200
8/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,571,2122,2693,22840,84880,107720
8/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3657,5948,9605,146280,237920,384200
8/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3923,354,4277,156920,14160,171080
8/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3406,2823,6229,136240,112920,249160
8/31/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1719,439,2158,68760,17560,86320
9/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3459,7257,10716,138360,290280,428640
9/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1572,951,2523,62880,38040,100920
9/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8496,8490,16986,339840,339600,679440
9/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3199,7467,10666,127960,298680,426640
9/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,757,9292,10049,30280,371680,401960
9/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1940,4269,6209,77600,170760,248360
9/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6914,2509,9423,276560,100360,376920
9/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2668,8032,10700,106720,321280,428000
9/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7596,8071,15667,303840,322840,626680
9/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9370,4104,13474,374800,164160,538960
9/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7924,2646,10570,316960,105840,422800
9/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9972,1363,11335,398880,54520,453400
9/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3881,9286,13167,155240,371440,526680
9/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4321,1155,5476,172840,46200,219040
9/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3225,6597,9822,129000,263880,392880
9/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6727,1279,8006,269080,51160,320240
9/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7045,8812,15857,281800,352480,634280
9/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6926,802,7728,277040,32080,309120
9/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8881,5346,14227,355240,213840,569080
9/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,804,9730,10534,32160,389200,421360
9/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9571,1624,11195,382840,64960,447800
9/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8427,7668,16095,337080,306720,643800
9/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,694,4229,4923,27760,169160,196920
9/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9271,2715,11986,370840,108600,479440
9/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3587,7469,11056,143480,298760,442240
9/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1646,1288,2934,65840,51520,117360
9/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,381,3852,4233,15240,154080,169320
9/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,755,126,881,30200,5040,35240
9/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,513,1354,1867,20520,54160,74680
9/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3241,7763,11004,129640,310520,440160
10/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5413,2271,7684,216520,90840,307360
10/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1677,2049,3726,67080,81960,149040
10/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7770,4234,12004,310800,169360,480160
10/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1067,9250,10317,42680,370000,412680
10/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4391,8066,12457,175640,322640,498280
10/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2144,4363,6507,85760,174520,260280
10/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,242,2038,2280,9680,81520,91200
10/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5806,738,6544,232240,29520,261760
10/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,354,4732,5086,14160,189280,203440
10/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9285,8484,17769,371400,339360,710760
10/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2900,8899,11799,116000,355960,471960
10/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8256,7191,15447,330240,287640,617880
10/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6607,8325,14932,264280,333000,597280
10/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2380,8745,11125,95200,349800,445000
10/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6652,5796,12448,266080,231840,497920
10/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2844,4240,7084,113760,169600,283360
10/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9785,4139,13924,391400,165560,556960
10/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1788,5497,7285,71520,219880,291400
10/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7701,7803,15504,308040,312120,620160
10/20/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5953,3720,9673,238120,148800,386920
10/21/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7422,4405,11827,296880,176200,473080
10/22/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7493,63,7556,299720,2520,302240
10/23/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6065,2209,8274,242600,88360,330960
10/24/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6803,3915,10718,272120,156600,428720
10/25/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,544,17,561,21760,680,22440
10/26/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7318,9484,16802,292720,379360,672080
10/27/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9204,1723,10927,368160,68920,437080
10/28/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8626,6387,15013,345040,255480,600520
10/29/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9580,784,10364,383200,31360,414560
10/30/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6276,1060,7336,251040,42400,293440
10/31/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9504,979,10483,380160,39160,419320
11/1/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,8480,5623,14103,339200,224920,564120
11/2/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,7558,7199,14757,302320,287960,590280
11/3/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4753,3595,8348,190120,143800,333920
11/4/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5354,5811,11165,214160,232440,446600
11/5/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1743,7574,9317,69720,302960,372680
11/6/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4960,7380,12340,198400,295200,493600
11/7/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9468,4005,13473,378720,160200,538920
11/8/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3871,440,4311,154840,17600,172440
11/9/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3695,1029,4724,147800,41160,188960
11/10/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,4468,115,4583,178720,4600,183320
11/11/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3625,6421,10046,145000,256840,401840
11/12/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,5865,456,6321,234600,18240,252840
11/13/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,596,2726,3322,23840,109040,132880
11/14/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,9037,7171,16208,361480,286840,648320
11/15/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,604,5614,6218,24160,224560,248720
11/16/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,2682,1268,3950,107280,50720,158000
11/17/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,1029,5309,6338,41160,212360,253520
11/18/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,6521,6656,13177,260840,266240,527080
11/19/2024,Dinesh Kularatne,Kandy,Peradeniya,Central,3086,4164,7250,123440,166560,290000
